_id,sentence,target,aspect,Business_Area,Topic,score,Sentiment_Category,type,split
17669,$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,SPY,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.335,Positive,post,valid
17670,Tesla issues its first Model X recall https://t.co/t1kMqVwhQQ $TSLA,TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.287,Negative,post,valid
17671,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,ENDP,Corporate/Legal/Lawsuit,Corporate,Legal,-0.602,Negative,post,valid
17688,$TSLA weakest in todays DT watchlist,TSLA,Stock/Price Action/Bearish,Stock,Price Action,-0.383,Negative,post,valid
17692,"$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",TSLA,Stock/Price Action/Bullish,Stock,Price Action,0.452,Positive,post,valid
17724,$GILD chart: With $IBB back over support. https://t.co/GpRZ2UJFC4,IBB,Stock/Technical Analysis,Stock,Technical Analysis,0.362,Positive,post,valid
17729,"$KNDI #China #ElectricCar maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately.",TSLA,Corporate/Sales,Corporate,Sales,0.225,Positive,post,valid
17732,"took some $ENDP long this am, using VWAP as guide",ENDP,Corporate/Technical Analysis,Corporate,Technical Analysis,0.613,Positive,post,valid
17733,"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",AAPL,Stock/Options,Stock,Options,0.501,Positive,post,valid
17758,$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY,AAPL,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.215,Negative,post,valid
17759,"Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou",ISRG,Corporate/Financial,Corporate,Financial,0.406,Positive,post,valid
17764,$NFLX I say it's time to short at this point.,NFLX,Stock/Price Action/Volatility/Short Selling,Stock,Price Action,-0.489,Negative,post,valid
17773,$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal,TSLA,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.349,Positive,post,valid
17780,$FB slight green... May be runner later,FB,Stock/Price Action/Bullish,Stock,Price Action,0.328,Positive,post,valid
17784,"$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ",AAPL,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.517,Positive,post,valid
17793,"Tesla to recall 2,700 Model X SUVs over seat issue https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs",TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.31,Negative,post,valid
17794,Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,JNPR,Corporate/Financial/Financial Results/Earnings/Profit Warning,Corporate,Financial,-0.366,Negative,post,valid
17798,"$ATVI ooks pretty bullish for now. from a short-term perspective, it's got a good chance of maybe sliding back to 33.70 #stocks #investing",ATVI,Stock/Price Action/Bullish,Stock,Price Action,0.323,Positive,post,valid
17805,$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast,CTRP,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.418,Positive,post,valid
17807,"78 users on Vetr are bearish on Tesla Motors, Inc., indicating a SELL Rating (2 stars) for $TSLA https://t.co/vVpzqCXsNJ",TSLA,Stock/Coverage/AnalystRatings/Downgrade,Stock,Coverage,-0.485,Negative,post,valid
17822,4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,YHOO,Corporate/M&A,Corporate,M&A,0.129,Neutral,post,valid
17823,"$STX long play, another consistent profit zone.. check it out https://t.co/DQfuzOzYlh https://t.co/ggne4ayzqn",STX,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.48,Positive,post,valid
17831,"$FB trend, hits mid 110's and drops",FB,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.343,Negative,post,valid
17833,$PCLN Trying to break daily trend line! Big move could happen https://t.co/gY0aDb2jsQ https://t.co/KPBBCgQ2xy,PCLN,Stock/Price Action,Stock,Price Action,0.485,Positive,post,valid
17840,$FB I've been dead on so far. Such a bloated valuation. https://t.co/czCf8Kbrlt,FB,Stock/Fundamentals,Stock,Fundamentals,-0.536,Negative,post,valid
17845,$TSLA recall model X https://t.co/b7izYa4BuE,TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.347,Negative,post,valid
17851,"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.336,Negative,post,valid
17856,Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.308,Negative,post,valid
17858,"$QCOM The indicator RSI is over 50, which stands at 56.1, an upward movement is expected. https://t.co/yfa9jcUsQa",QCOM,Stock/Technical Analysis,Stock,Technical Analysis,0.387,Positive,post,valid
17866,Supermarket Stocks Rally as Tesco Plans to Axe Non-core UK Assets $TSCO https://t.co/BmvhcrwREA,TSCO,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.248,Positive,post,valid
17869,$TRIP maintains Neutral rating at JP Morgan- PT cut $61 from $66,TRIP,Stock/Coverage/AnalystRatings,Stock,Coverage,-0.019,Neutral,post,valid
17903,Why Alphabet Inc was just upgraded to buy https://t.co/dEVnLKhqtZ $GOOGL,GOOGL,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.465,Positive,post,valid
17909,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,NFLX,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.308,Negative,post,valid
17925,Added more $BBBY @jimcramer is wrong about this one. Still a very profitable merchant with profitable stores,BBBY,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.557,Positive,post,valid
17952,Added long at friday close  $SPY $LABU $BLUE $AMZN,SPY,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.513,Positive,post,valid
17956,"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/j35FNnx744 $AAPL #APPLE $AXP $BAC",BAC,Stock/Coverage/AnalystRatings/Downgrade,Stock,Coverage,-0.513,Negative,post,valid
17962,long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,TWTR,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.488,Positive,post,valid
17977,Costco: A Premier Retail Dividend Play https://t.co/J3UhTs022M $COST,COST,Corporate/Dividend Policy,Corporate,Dividend Policy,0.463,Positive,post,valid
17994,Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,GOOGL,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.512,Positive,post,valid
18003,Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,YHOO,Stock/Price Action/Bullish,Stock,Price Action,0.408,Positive,post,valid
18010,$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,TSLA,Stock/Technical Analysis,Stock,Technical Analysis,-0.3,Negative,post,valid
18011,#Tesla Model S deliveries are up 35% in Germany - record deliveries in March [Chart] https://t.co/yCnClcBImV  $TSLA,TSLA,Corporate/Sales,Corporate,Sales,0.365,Positive,post,valid
645,"Britain's FTSE steadies, supported by Dixons Carphone",Dixons Carphone,Stock/Price Action,Stock,Price Action,0.329,Positive,headline,test
651,Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,Glaxo,Corporate/Sales/Partnership,Corporate,Sales,0.284,Positive,headline,test
653,AstraZeneca sells Caprelsa rights to Sanofi unit,Sanofi,Corporate/Sales/Deal,Corporate,Sales,0.233,Positive,headline,test
659,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,Barclays,Corporate/Strategy,Corporate,Strategy,-0.229,Negative,headline,test
665,Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,Rio Tinto,Stock/Price Action/Bearish/Bearish Behaviour,Stock,Price Action,-0.665,Negative,headline,test
669,"FTSE led lower by M&S, GlaxoSmithKline",M&S,Market/Market/Market Trend,Market,Market,-0.448,Negative,headline,test
67,Morrisons faces festive sales test,Morrisons,Corporate/Sales,Corporate,Sales,-0.113,Neutral,headline,test
670,GKN to buy Fokker Technologies for 706 mln euros,GKN,Corporate/M&A/M&A,Corporate,M&A,0.276,Positive,headline,test
671,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,Gleneagles Hotel,Corporate/Sales/Deal,Corporate,Sales,0.237,Positive,headline,test
671,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,Ennismore Group,Corporate/Sales/Deal,Corporate,Sales,0.198,Neutral,headline,test
674,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",CIB,Corporate/Sales/Deal,Corporate,Sales,0.148,Neutral,headline,test
679,Chime Communications Set To Be Acquired By WPP And Providence,WPP,Corporate/M&A/M&A,Corporate,M&A,0.202,Positive,headline,test
680,"CompaniesNew Aggreko CEO to reshape business, strip costs",Aggreko,Corporate/Strategy,Corporate,Strategy,0.177,Neutral,headline,test
682,AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,Inovio,Corporate/Sales/Deal,Corporate,Sales,0.33,Positive,headline,test
686,Rio Tinto CEO says iron ore market at equilibrium,Rio Tinto,Market/Market,Market,Market,0.0,Neutral,headline,test
687,US sanctions put Gazprom-Shell alliance plans in jeopardy,Shell,Economy/Trade/Sanctions,Economy,Trade,-0.314,Negative,headline,test
688,Standard Chartered Not Raising Capital Yet As Dividend Cut,Standard Chartered,Corporate/Dividend Policy,Corporate,Dividend Policy,-0.158,Neutral,headline,test
69,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,Tesco,Stock/Price Action/Volatility,Stock,Price Action,-0.389,Negative,headline,test
69,Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,Blinkbox,Stock/Price Action,Stock,Price Action,-0.357,Negative,headline,test
692,"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",BHP,Corporate/Risks,Corporate,Risks,-0.338,Negative,headline,test
693,CRH adds CR Laurence to acquisitions tally for $1.3bn,CRH,Corporate/M&A/M&A,Corporate,M&A,0.231,Positive,headline,test
7,Stakes High for AstraZeneca Heart Drug Facing Tough Competition,AstraZeneca,Corporate/Risks,Corporate,Risks,-0.24,Negative,headline,test
70,Shire to buy NPS for $5.2 billion to boost rare disease drugs,Shire,Corporate/M&A/M&A,Corporate,M&A,0.235,Positive,headline,test
701,Novartis buys remaining rights to GSK treatment in deal up to $1 billion,Novartis,Corporate/Sales/Deal,Corporate,Sales,0.217,Positive,headline,test
702,"AstraZeneca bags another cancer drug deal, this time with Inovio",Inovio,Corporate/Sales/Deal,Corporate,Sales,0.316,Positive,headline,test
704,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,AXA,Market/Conditions/Mutual Fund flows,Market,Conditions,-0.398,Negative,headline,test
715,"L&G still paying price for dividend cut during crisis, chief says",L&G,Corporate/Dividend Policy,Corporate,Dividend Policy,-0.338,Negative,headline,test
726,Buffett's Company Reports 37 Percent Drop in 2Q Earnings,Berkshire Hathaway Inc.,Corporate/Company Communication,Corporate,Company Communication,-0.566,Negative,headline,test
730,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,Travis Perkins,Corporate/Dividend Policy,Corporate,Dividend Policy,0.769,Positive,headline,test
738,"Tesco, Asda sales fall as march of the discounters continues: Kantar",Tesco,Corporate/Sales,Corporate,Sales,-0.398,Negative,headline,test
741,Shire proposes $30 bln all-share tie-up with Baxalta,Shire,Corporate/M&A/Proposed Merger,Corporate,M&A,0.22,Positive,headline,test
742,Shire CEO steps up drive to get Baxalta board talking,Shire,Corporate/Strategy/Corporate Planning,Corporate,Strategy,0.124,Neutral,headline,test
747,"Tesco, Asda sales fall as march of the discounters continues-Kantar",Asda,Corporate/Sales/Demand Shortfall,Corporate,Sales,-0.356,Negative,headline,test
758,Verizon and AT&T accused of hurting rivals,Verizon,Corporate/Regulatory,Corporate,Regulatory,-0.446,Negative,headline,test
759,"FTSE 100 falls as China devaluation hits Burberry, mining stocks",Burberry,Market/Volatility,Market,Volatility,-0.479,Negative,headline,test
76,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,Omnis Pharmaceuticals,Corporate/Sales/Deal,Corporate,Sales,0.295,Positive,headline,test
764,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",Citi,Corporate/Legal/Settlement,Corporate,Legal,-0.647,Negative,headline,test
78,FDA approves Shire's Vyvanse for binge-eating disorder,Shire,Corporate/Regulatory,Corporate,Regulatory,0.291,Positive,headline,test
784,CompaniesCar insurer Hastings Group driving Â£180m IPO,Hastings Group,Stock/IPO,Stock,IPO,0.302,Positive,headline,test
8,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,Morrisons,Corporate/Sales/Failed Contract Discussion,Corporate,Sales,-0.161,Neutral,headline,test
808,Glencore slumps 25 pct as debt fears grow,Glencore,Corporate/Risks,Corporate,Risks,-0.718,Negative,headline,test
815,Horizonte acquires neighbouring Glencore nickel property in Brazil,Horizonte,Corporate/M&A/M&A,Corporate,M&A,0.182,Neutral,headline,test
82,Companies Thetrainline.com announces arrival of London IPO,Thetrainline.com,Stock/IPO,Stock,IPO,0.245,Positive,headline,test
820,UPDATE 1-Engineering firm Smiths Group confirms CEO appointment,Morrissons,Corporate/Appointment,Corporate,Appointment,0.078,Neutral,headline,test
821,Industry NewsMorrisons unveils which stores will close as 900 jobs face the axe,Morrissons,Corporate/Company Communication,Corporate,Company Communication,-0.731,Negative,headline,test
827,Glencore slumps 30 percent as debt fears grow,Glencore,Corporate/Risks,Corporate,Risks,-0.781,Negative,headline,test
833,Aberdeen Asset Management Gains Foothold In China,Aberdeen Asset Managment,Corporate/Strategy,Corporate,Strategy,0.357,Positive,headline,test
835,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,ARM Holdings,Corporate/Strategy,Corporate,Strategy,0.273,Positive,headline,test
835,ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,IBM,Corporate/Strategy,Corporate,Strategy,0.345,Positive,headline,test
838,"FTSE 100 drops 2.5 pct on Glencore, metals price fears",Glencore,Stock/Price Action,Stock,Price Action,-0.597,Negative,headline,test
840,"After Barclays and Bank of America, Citigroup has blockchain in sight",Barclays,Corporate/Strategy/Investment,Corporate,Strategy,0.198,Neutral,headline,test
840,"After Barclays and Bank of America, Citigroup has blockchain in sight",Citigroup,Corporate/Strategy/Investment,Corporate,Strategy,0.224,Positive,headline,test
841,AB InBev approaches SABMiller to explore $250bn tie-up,SAB Miller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.237,Positive,headline,test
847,EU regulator backs approval for GSK injectable asthma drug,GSK,Corporate/Regulatory,Corporate,Regulatory,0.379,Positive,headline,test
855,Glencore fight back over debt fears lifts shares,Glencore,Corporate/Risks,Corporate,Risks,0.278,Positive,headline,test
856,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ...",Ashtead,Stock/Fundamentals,Stock,Fundamentals,0.461,Positive,headline,test
858,Brewer AB InBev seeks $275 bln tie-up with SABMiller,SABMiller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.295,Positive,headline,test
861,AB InBev looks to win over SABMiller investors,SABMiller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.276,Positive,headline,test
863,UPDATE 1-EU regulator backs approval for GSK injectable asthma drug,GSK,Corporate/Regulatory,Corporate,Regulatory,0.418,Positive,headline,test
866,Copper market may get a 2003-style supply shock from Glencore closures,Glencore,Market/Market,Market,Market,-0.571,Negative,headline,test
87,Breakingviews: IAG can pay more for Aer Lingus,IAG,Corporate/M&A/M&A,Corporate,M&A,0.12,Neutral,headline,test
872,TalkTalk hires BAE Systems to investigate cyber attack,TalkTalk,Corporate/Appointment/Staff Hiring,Corporate,Appointment,-0.113,Neutral,headline,test
876,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,SAB Miller,Corporate/M&A/M&A,Corporate,M&A,0.236,Positive,headline,test
879,CompaniesAB InBev signals it won't go hostile for SABMiller,SAB Miller,Corporate/Rumors/Scoop,Corporate,Rumors,0.107,Neutral,headline,test
88,Tesco share price jumps as Q3 sales top estimates,Tesco,Stock/Price Action,Stock,Price Action,0.719,Positive,headline,test
885,AstraZeneca diabetes drug combination faces delay after FDA rebuff,AstraZeneca,Corporate/Risks,Corporate,Risks,-0.391,Negative,headline,test
891,Mylan Appoints Ranjan Ray Chaudhuri as Global Commercial Lead for Mylan's Over ...,Mylan,Corporate/Appointment,Corporate,Appointment,0.0,Neutral,headline,test
896,SABMiller revenue hit by weaker EM currencies,SAB Miller,Market/Currency,Market,Currency,-0.439,Negative,headline,test
897,UPDATE 5-SABMiller rejects AB InBev's $104 bln takeover approach,SAB Miller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.172,Neutral,headline,test
90,CRH's concrete bid for Holcim Lafarge assets,Holcim Lafarge,Stock/Signal/Buy Signal,Stock,Signal,0.282,Positive,headline,test
907,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,Standard Chartered,Market/Market,Market,Market,0.008,Neutral,headline,test
908,AB InBev offers SABMiller $3 billion breakup fee,SAB Miller,Corporate/M&A/M&A,Corporate,M&A,0.197,Neutral,headline,test
912,GSK joins China trade push as UK trumpets healthcare deals,GSK,Economy/Trade,Economy,Trade,0.294,Positive,headline,test
914,AB InBev ups offer for SABMiller as deadline looms,SAB Miller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.257,Positive,headline,test
919,Tesco PLC's Recovery Continues With A Â£250m Cash Infusion,Tesco,Stock/Fundamentals,Stock,Fundamentals,0.337,Positive,headline,test
922,"METALS-Zinc surges 12 pct after Glencore cuts output, fuelling metals rally",Glencore,Market/Volatility,Market,Volatility,0.162,Neutral,headline,test
924,CompaniesUnilever sales lifted by ice cream in soft economy,Unilever,Corporate/Sales,Corporate,Sales,0.383,Positive,headline,test
939,AB InBev's Latest Bid Said Unlikely to Win SABMiller's Approval,SABMiller,Corporate/Rumors/Rumors,Corporate,Rumors,0.127,Neutral,headline,test
94,Persimmon share price climbs on 23% rise in full-year revenue,Persimmon,Stock/Price Action,Stock,Price Action,0.975,Positive,headline,test
941,Britain's FTSE forges ahead as Shire surges,Shire,Stock/Price Action,Stock,Price Action,0.512,Positive,headline,test
942,AB InBev attacks SABMiller bid rebuffal,SABMiller,Corporate/M&A/M&A,Corporate,M&A,-0.158,Neutral,headline,test
943,Anheuser-Busch InBev Increases Offer for Rival SABMiller,SABMiller,Corporate/M&A/Proposed Merger,Corporate,M&A,0.24,Positive,headline,test
945,Why I'd Buy ARM Holdings plc And BHP Billiton plc Today,BHP Billiton,Corporate/Reputation/Scoop,Corporate,Reputation,0.424,Positive,headline,test
946,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,Lloyds,Corporate/Reputation/Scoop,Corporate,Reputation,0.434,Positive,headline,test
952,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany,Lufthansa,Corporate/Risks/Price Competition,Corporate,Risks,-0.227,Negative,headline,test
96,Ruling sets lower limit on potential fine for BP,BP,Corporate/Legal,Corporate,Legal,-0.261,Negative,headline,test
963,"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",CNPC,Corporate/Rumors/Scoop,Corporate,Rumors,0.318,Positive,headline,test
965,SAB's Chairman Digs In With Board Divided on InBev Offer,SABMiller,Corporate/Reputation/Dispute,Corporate,Reputation,0.016,Neutral,headline,test
966,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...,Kinder Morgan,Corporate/M&A/Joint Venture,Corporate,M&A,0.225,Positive,headline,test
967,Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,ExxonMobil,Corporate/Legal,Corporate,Legal,-0.459,Negative,headline,test
972,Standard Chartered's Shares Plunge 7% After Fitch Downgrade,Standard Chartered,Stock/Coverage,Stock,Coverage,-0.812,Negative,headline,test
98,Reed Elsevier share price slides on underwhelming full-year results,Reed Elsevier,Stock/Price Action,Stock,Price Action,-0.526,Negative,headline,test
980,WPP wins race for 'programmatic buying' agency Essence Digital,WPP,Corporate/M&A/M&A,Corporate,M&A,0.238,Positive,headline,test
981,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,Samarco,Corporate/Legal/Lawsuit,Corporate,Legal,-0.637,Negative,headline,test
986,G4S slides on balance sheet worries,G4S,Corporate/Risks,Corporate,Risks,-0.593,Negative,headline,test
988,FDA approves AstraZeneca drug for advanced lung cancer,AstraZeneca,Corporate/Regulatory,Corporate,Regulatory,0.507,Positive,headline,test
99,UPDATE 1-Meggitt reiterates annual outlook after tough 2014,Meggitt,Stock/Fundamentals,Stock,Fundamentals,0.021,Neutral,headline,test
991,HSBC appoints business leaders to board,HSBC,Corporate/Appointment,Corporate,Appointment,0.154,Neutral,headline,test
999,"HSBC shakes up board with two new business chiefs, three departures",HSBC,Corporate/Appointment,Corporate,Appointment,-0.074,Neutral,headline,test
18014,"Last month we added to our $GILD position and started a new one in $BWLD We see slow, steady, unspectacular growth going forward near term",GILD,Stock/Fundamentals,Stock,Fundamentals,0.422,Positive,post,test
18047,"$TSLA lots of green on the 5 min, watch the hourly $259.33 possible resistance currently @ $257.00",TSLA,Stock/Technical Analysis,Stock,Technical Analysis,0.318,Positive,post,test
18050,$AMGN And #UCB Announce Positive Top-Line Results From Ph3 Study Evaluating Romosozumab In Men... https://t.co/4hBoUDR8B8 via @YahooFinance,AMGN,Corporate/Sales/Sales,Corporate,Sales,0.47,Positive,post,test
18061,Sold some $TSLA Puts this morning Closed them at the close. Helps pay for monthly expenses,TSLA,Stock/Price Action/Bearish/Bear Position,Stock,Price Action,-0.043,Neutral,post,test
18075,Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft,MSFT,Corporate/Risks/Product Flaws,Corporate,Risks,-0.49,Negative,post,test
18077,$EXPE working on the second leg of its reversal run as it breaks another down trend and continues higher. https://t.co/76DSJysyR0,EXPE,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.536,Positive,post,test
18078,"$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",ENDP,Stock/Price Action,Stock,Price Action,0.469,Positive,post,test
18088,$CTRP not a bad long chart now that it's through sma100 resistance.,CTRP,Stock/Technical Analysis,Stock,Technical Analysis,0.498,Positive,post,test
18096,$ENDP Was looking for a long entry but today's price action wasn't appealing,ENDP,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,0.034,Neutral,post,test
18097,"$INTC & $AAPL strong, tech leads DOW higher",INTC,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.588,Positive,post,test
18100,$CTRP breaking out https://t.co/Z2je3rTKch,CTRP,Stock/Price Action/Bullish,Stock,Price Action,0.364,Positive,post,test
18107,$CSX another strong rail today after breaking intraday resistance at 1$9.80 https://t.co/eA4FBVuqGP,CSX,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.468,Positive,post,test
18124,loading $SPY and $AAPL puts. think were toppy IMHO.,SPY,Stock/Price Action/Bearish,Stock,Price Action,-0.537,Negative,post,test
18126,bot $AMZN 600 weekly calls here @ 5.93,AMZN,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.659,Positive,post,test
18143,$FB watching for bounce tomorrow,FB,Stock/Price Action/Bullish,Stock,Price Action,0.366,Positive,post,test
18145,#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo,CAFN,Corporate/Financial,Corporate,Financial,0.418,Positive,post,test
18151,"Really surprised by how much $FB has now fallen. Thought there'd be some support around the 50d, but I guess not.",FB,Stock/Price Action/Bearish,Stock,Price Action,-0.334,Negative,post,test
18152,$tsla bad day to short,TSLA,Stock/Price Action/Bullish,Stock,Price Action,0.45,Positive,post,test
18154,"$TSLA TO RECALL 2,700 MODEL X SUVS FOR SEAT-BELT FIX",TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.235,Negative,post,test
18164,5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc,ORCL,Stock/Coverage/AnalystRatings,Stock,Coverage,0.509,Positive,post,test
18169,Bought some more $CELG as it is ready for a bounce.,CELG,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.628,Positive,post,test
18170,Analysts impressed with progress at Tesla's flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,TSLA,Stock/Coverage/AnalystRatings,Stock,Coverage,0.474,Positive,post,test
18180,"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",CELG,Stock/Price Action/Bullish,Stock,Price Action,0.465,Positive,post,test
18185,$AMZN new HOD with conviction keeping $570 on watch for Resistance.,AMZN,Stock/Price Action/Bullish/Bullish Behavior,Stock,Price Action,0.529,Positive,post,test
18186,$FB  rejecting HIGHS shortable...at 109,FB,Stock/Price Action/Bearish,Stock,Price Action,-0.387,Negative,post,test
18196,"$CSX is up today to report.  Wall Street is expecting EPS to be at $0.37, and revenues at $2,732B.",CSX,Corporate/Financial/Financial Results/Earnings,Corporate,Financial,0.461,Positive,post,test
18206,$FB turns back down in early trading.... https://t.co/reuf5PzhBm,FB,Stock/Price Action/Bearish/Bearish Behavior,Stock,Price Action,-0.393,Negative,post,test
18207,Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.,FB,Stock/Price Action/Bullish,Stock,Price Action,0.471,Positive,post,test
18211,"$FAST $GWW - daily sales slowing again, pretty timely coincident indicator https://t.co/m6BKHBkzK5",GWW,Corporate/Sales,Corporate,Sales,-0.105,Neutral,post,test
18213,"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/xDGrAExkKz",TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.367,Negative,post,test
18217,"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",SIRI,Corporate/Sales,Corporate,Sales,0.466,Positive,post,test
18218,5-star analyst @brianwieser from Pivotal Research upgraded rating on $GOOGL to BUY. Brian has a 79% success rate https://t.co/t0dn02EOH5,GOOGL,Stock/Coverage/AnalystRatings/Upgrade,Stock,Coverage,0.561,Positive,post,test
18219,Long $ENDP @ $26.23 on $AGN b/o rumor,ENDP,Stock/Price Action/Bullish/Bull Position,Stock,Price Action,0.57,Positive,post,test
18226,"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",TSLA,Corporate/Risks/Product Recall,Corporate,Risks,-0.319,Negative,post,test
18229,This $BBBY stock options trade would have more than doubled your money https://t.co/Oa0loiRIJL via @TheStreet,BBBY,Stock/Options,Stock,Options,0.294,Positive,post,test
